1002.020000	46370.000000	-45289.201000	-16300.646000	-23482.612000	4.520000	16.790000	219.760000	
1002.020000	46370.100000	-45284.582000	-16246.933000	-23521.906000	4.520000	16.780000	219.990000	
1002.020000	46370.200000	-45280.514000	-16192.993000	-23560.071000	4.530000	16.770000	220.220000	
1002.020000	46370.300000	-45276.426000	-16138.653000	-23598.084000	4.540000	16.760000	220.450000	
1002.020000	46370.400000	-45271.730000	-16083.797000	-23636.972000	4.540000	16.750000	220.680000	
1002.020000	46370.500000	-45265.891000	-16028.424000	-23677.546000	4.540000	16.750000	220.900000	
1002.020000	46370.600000	-45258.668000	-15972.690000	-23720.018000	4.550000	16.750000	221.130000	
1002.020000	46370.700000	-45250.398000	-15916.865000	-23763.703000	4.550000	16.760000	221.360000	
1002.020000	46370.800000	-45241.982000	-15861.269000	-23807.157000	4.550000	16.760000	221.590000	
1002.020000	46370.900000	-45234.528000	-15806.205000	-23848.649000	4.560000	16.770000	221.810000	
1002.020000	46371.000000	-45228.889000	-15751.861000	-23886.727000	4.560000	16.760000	222.040000	
1002.020000	46371.100000	-45225.434000	-15698.274000	-23920.641000	4.570000	16.750000	222.260000	
1002.020000	46371.200000	-45224.207000	-15645.381000	-23950.404000	4.570000	16.730000	222.490000	
1002.020000	46371.300000	-45225.097000	-15593.101000	-23976.531000	4.580000	16.710000	222.710000	
1002.020000	46371.400000	-45227.650000	-15541.372000	-23999.955000	4.590000	16.690000	222.930000	
1002.020000	46371.500000	-45231.025000	-15490.167000	-24021.936000	4.600000	16.660000	223.160000	
1002.020000	46371.600000	-45234.201000	-15439.523000	-24043.880000	4.610000	16.630000	223.380000	
1002.020000	46371.700000	-45236.531000	-15389.545000	-24067.003000	4.620000	16.610000	223.600000	
1002.020000	46371.800000	-45237.685000	-15340.420000	-24092.086000	4.630000	16.590000	223.830000	
1002.020000	46371.900000	-45237.568000	-15292.404000	-24119.293000	4.650000	16.580000	224.060000	
1002.020000	46372.000000	-45236.217000	-15245.768000	-24148.185000	4.660000	16.560000	224.280000	
1002.020000	46372.100000	-45233.824000	-15200.713000	-24177.792000	4.680000	16.560000	224.500000	
1002.020000	46372.200000	-45230.971000	-15157.219000	-24206.619000	4.700000	16.550000	224.730000	
1002.020000	46372.300000	-45228.755000	-15114.952000	-24232.789000	4.720000	16.550000	224.950000	
1002.020000	46372.400000	-45228.326000	-15073.352000	-24254.595000	4.740000	16.530000	225.170000	
1002.020000	46372.500000	-45230.489000	-15031.806000	-24270.953000	4.760000	16.510000	225.380000	
1002.020000	46372.600000	-45235.652000	-14989.776000	-24281.725000	4.780000	16.480000	225.590000	
1002.020000	46372.700000	-45243.734000	-14946.829000	-24287.958000	4.800000	16.440000	225.800000	
1002.020000	46372.800000	-45253.677000	-14902.621000	-24292.230000	4.810000	16.390000	226.000000	
1002.020000	46372.900000	-45263.259000	-14856.904000	-24298.683000	4.820000	16.340000	226.210000	
1002.020000	46373.000000	-45269.341000	-14809.550000	-24312.448000	4.830000	16.290000	226.430000	
1002.020000	46373.100000	-45268.592000	-14760.519000	-24338.426000	4.850000	16.280000	226.640000	
1002.020000	46373.200000	-45258.466000	-14709.863000	-24379.821000	4.860000	16.300000	226.860000	
1002.020000	46373.300000	-45238.126000	-14657.820000	-24437.268000	4.870000	16.350000	227.080000	
1002.020000	46373.400000	-45208.341000	-14604.853000	-24509.188000	4.870000	16.420000	227.300000	
1002.020000	46373.500000	-45170.909000	-14551.483000	-24592.706000	4.880000	16.490000	227.520000	
1002.020000	46373.600000	-45127.944000	-14498.078000	-24684.660000	4.900000	16.570000	227.740000	
1002.020000	46373.700000	-45081.423000	-14444.794000	-24782.178000	4.910000	16.650000	227.970000	
1002.020000	46373.800000	-45032.801000	-14391.689000	-24882.938000	4.920000	16.730000	228.190000	
1002.020000	46373.900000	-44983.041000	-14338.844000	-24985.142000	4.930000	16.820000	228.410000	
1002.020000	46374.000000	-44932.781000	-14286.382000	-25087.209000	4.940000	16.910000	228.640000	
1002.020000	46374.100000	-44882.745000	-14234.373000	-25187.530000	4.950000	17.000000	228.860000	
1002.020000	46374.200000	-44834.134000	-14182.741000	-25284.411000	4.970000	17.090000	229.080000	
1002.020000	46374.300000	-44788.349000	-14131.265000	-25376.228000	4.980000	17.160000	229.300000	
1002.020000	46374.400000	-44746.497000	-14079.630000	-25461.685000	5.000000	17.230000	229.530000	
1002.020000	46374.500000	-44709.356000	-14027.456000	-25539.834000	5.010000	17.290000	229.760000	
1002.020000	46374.600000	-44677.497000	-13974.411000	-25610.031000	5.030000	17.330000	229.990000	
1002.020000	46374.700000	-44651.233000	-13920.350000	-25671.922000	5.040000	17.370000	230.220000	
1002.020000	46374.800000	-44630.622000	-13865.356000	-25725.511000	5.050000	17.390000	230.460000	
1002.020000	46374.900000	-44615.750000	-13809.665000	-25771.088000	5.060000	17.400000	230.690000	
1002.020000	46375.000000	-44606.406000	-13753.517000	-25809.106000	5.070000	17.410000	230.930000	
1002.020000	46375.100000	-44602.083000	-13696.992000	-25840.141000	5.090000	17.410000	231.170000	
1002.020000	46375.200000	-44602.039000	-13639.892000	-25865.190000	5.110000	17.390000	231.410000	
1002.020000	46375.300000	-44605.163000	-13581.844000	-25886.041000	5.120000	17.360000	231.660000	
